2022/06/02 15:25:23,69
2022/06/02 16:31:08,73
2022/07/03 19:04:41,68
2022/07/03 22:24:40,70
2022/07/04 00:54:50,73
2022/07/05 02:39:04,72
2022/07/05 06:18:32,69
2022/07/07 03:50:53,73
2022/07/09 12:11:58,76
2022/07/12 13:06:26,78
2022/07/14 08:11:19,73
2022/07/15 04:34:23,74
2022/07/15 13:51:56,78
2022/07/15 16:46:36,77
2022/07/17 15:34:20,74
2022/07/27 02:07:47,73
2022/08/24 19:31:05,68
2022/08/30 05:36:38,72
2022/09/01 01:23:40,69
2022/09/11 13:53:16,76
2022/09/14 23:28:25,73
2022/09/25 01:36:43,75
2022/10/01 17:09:08,74
2022/10/16 23:56:56,73
2022/10/25 19:49:42,75
2022/11/04 00:22:39,70
2022/11/27 03:27:54,73
2022/12/06 22:17:56,74
2023/03/23 14:15:08,72
2023/04/15 14:24:47,77
2023/05/01 23:47:54,74
2023/05/08 14:16:25,75
2023/05/20 13:14:24,73
2023/06/12 14:38:34,74
2023/06/14 03:44:26,76
2023/06/14 20:43:25,73
2023/07/17 01:54:57,67
2023/08/11 17:30:34,73
